Node1	Node2	Pvalue	Cor	CorrB
Otu00042	Otu00034	0.0099	-0.7436	Negative
Otu00043	Otu00034	0.0099	-0.7226	Negative
Otu00044	Otu00034	0.0099	0.7978	Positive
Otu00046	Otu00034	0.0099	-0.7223	Negative
Otu00048	Otu00034	0.0099	-0.737	Negative
Otu00049	Otu00034	0.0099	-0.7191	Negative
Otu00059	Otu00034	0.0099	0.9739	Positive
Otu00064	Otu00034	0.0099	-0.6699	Negative
Otu00067	Otu00034	0.0099	-0.6705	Negative
Otu00070	Otu00034	0.0099	-0.6966	Negative
Otu00072	Otu00034	0.0099	-0.7372	Negative
Otu00073	Otu00034	0.0099	-0.7154	Negative
Otu00074	Otu00034	0.0099	-0.6966	Negative
Otu00078	Otu00034	0.0099	-0.704	Negative
Otu00079	Otu00034	0.0099	0.8111	Positive
Otu00081	Otu00034	0.0099	-0.7162	Negative
Otu00084	Otu00034	0.0099	-0.6889	Negative
Otu00095	Otu00034	0.0099	-0.6958	Negative
Otu00100	Otu00034	0.0099	-0.6651	Negative
Otu00108	Otu00034	0.0099	-0.6307	Negative
Otu00110	Otu00034	0.0099	0.8161	Positive
Otu00116	Otu00034	0.0099	0.8046	Positive
Otu00037	Otu00035	0.0099	-0.7937	Negative
Otu00039	Otu00035	0.0099	0.7294	Positive
Otu00041	Otu00035	0.0099	-0.761	Negative
Otu00042	Otu00035	0.0099	-0.7833	Negative
Otu00043	Otu00035	0.0099	-0.7544	Negative
Otu00044	Otu00035	0.0099	0.7431	Positive
Otu00046	Otu00035	0.0099	-0.7426	Negative
Otu00047	Otu00035	0.0099	-0.7521	Negative
Otu00048	Otu00035	0.0099	-0.7644	Negative
Otu00050	Otu00035	0.0099	-0.7782	Negative
Otu00052	Otu00035	0.0099	-0.7099	Negative
Otu00053	Otu00035	0.0099	-0.7329	Negative
Otu00054	Otu00035	0.0099	-0.7601	Negative
Otu00058	Otu00035	0.0099	-0.7382	Negative
Otu00061	Otu00035	0.0099	-0.7078	Negative
Otu00065	Otu00035	0.0099	-0.7114	Negative
Otu00068	Otu00035	0.0099	-0.7262	Negative
Otu00069	Otu00035	0.0099	-0.7389	Negative
Otu00072	Otu00035	0.0099	-0.7047	Negative
Otu00073	Otu00035	0.0099	-0.7299	Negative
Otu00077	Otu00035	0.0099	-0.7334	Negative
Otu00078	Otu00035	0.0099	-0.7471	Negative
Otu00079	Otu00035	0.0099	0.7606	Positive
Otu00082	Otu00035	0.0099	-0.7373	Negative
Otu00084	Otu00035	0.0099	-0.7072	Negative
Otu00086	Otu00035	0.0099	-0.7107	Negative
Otu00091	Otu00035	0.0099	-0.7087	Negative
Otu00092	Otu00035	0.0099	-0.7053	Negative
Otu00093	Otu00035	0.0099	-0.6508	Negative
Otu00094	Otu00035	0.0099	-0.6467	Negative
Otu00095	Otu00035	0.0099	-0.7024	Negative
Otu00097	Otu00035	0.0099	-0.6751	Negative
Otu00102	Otu00035	0.0099	-0.6902	Negative
Otu00109	Otu00035	0.0099	-0.6716	Negative
Otu00110	Otu00035	0.0099	0.7754	Positive
Otu00113	Otu00035	0.0099	-0.6561	Negative
Otu00116	Otu00035	0.0099	0.7614	Positive
Otu00120	Otu00035	0.0099	0.7854	Positive
Otu00126	Otu00035	0.0099	-0.6671	Negative
Otu00133	Otu00035	0.0099	-0.6274	Negative
Otu00037	Otu00036	0.0099	0.6741	Positive
Otu00041	Otu00036	0.0099	0.6867	Positive
Otu00042	Otu00036	0.0099	0.7043	Positive
Otu00043	Otu00036	0.0099	0.6869	Positive
Otu00045	Otu00036	0.0099	0.7019	Positive
Otu00046	Otu00036	0.0099	0.6836	Positive
Otu00047	Otu00036	0.0099	0.6838	Positive
Otu00048	Otu00036	0.0099	0.7277	Positive
Otu00049	Otu00036	0.0099	0.6661	Positive
Otu00050	Otu00036	0.0099	0.7221	Positive
Otu00055	Otu00036	0.0099	0.6734	Positive
Otu00059	Otu00036	0.0099	-0.7741	Negative
Otu00061	Otu00036	0.0099	0.6529	Positive
Otu00067	Otu00036	0.0099	0.6673	Positive
Otu00068	Otu00036	0.0099	0.6446	Positive
Otu00069	Otu00036	0.0099	0.6534	Positive
Otu00077	Otu00036	0.0099	0.7106	Positive
Otu00078	Otu00036	0.0099	0.6512	Positive
Otu00086	Otu00036	0.0099	0.6206	Positive
Otu00098	Otu00036	0.0099	-0.5785	Negative
Otu00099	Otu00036	0.0099	-0.6212	Negative
Otu00103	Otu00036	0.0099	0.6389	Positive
Otu00106	Otu00036	0.0099	0.5926	Positive
Otu00111	Otu00036	0.0099	0.5338	Positive
Otu00114	Otu00036	0.0099	0.5774	Positive
Otu00126	Otu00036	0.0099	0.6091	Positive
Otu00133	Otu00036	0.0099	0.5547	Positive
Otu00042	Otu00037	0.0099	0.659	Positive
Otu00047	Otu00037	0.0099	0.7372	Positive
Otu00048	Otu00037	0.0099	0.7302	Positive
Otu00049	Otu00037	0.0099	0.6961	Positive
Otu00050	Otu00037	0.0099	0.7108	Positive
Otu00053	Otu00037	0.0099	0.6587	Positive
Otu00055	Otu00037	0.0099	0.6562	Positive
Otu00059	Otu00037	0.0099	-0.7773	Negative
Otu00062	Otu00037	0.0099	-0.6003	Negative
Otu00064	Otu00037	0.0099	0.6707	Positive
Otu00065	Otu00037	0.0099	0.6556	Positive
Otu00067	Otu00037	0.0099	0.6721	Positive
Otu00068	Otu00037	0.0099	0.6685	Positive
Otu00077	Otu00037	0.0099	0.6661	Positive
Otu00082	Otu00037	0.0099	0.6563	Positive
Otu00084	Otu00037	0.0099	0.6343	Positive
Otu00086	Otu00037	0.0099	0.6106	Positive
Otu00091	Otu00037	0.0099	0.6407	Positive
Otu00094	Otu00037	0.0099	0.6768	Positive
Otu00108	Otu00037	0.0099	0.5769	Positive
Otu00112	Otu00037	0.0099	0.591	Positive
Otu00117	Otu00037	0.0099	0.628	Positive
Otu00121	Otu00037	0.0099	0.5892	Positive
Otu00122	Otu00037	0.0099	0.5914	Positive
Otu00123	Otu00037	0.0099	0.6099	Positive
Otu00132	Otu00037	0.0099	0.584	Positive
Otu00133	Otu00037	0.0099	0.5556	Positive
Otu00042	Otu00038	0.0099	0.7064	Positive
Otu00043	Otu00038	0.0099	0.6272	Positive
Otu00045	Otu00038	0.0099	0.599	Positive
Otu00049	Otu00038	0.0099	0.6551	Positive
Otu00055	Otu00038	0.0099	0.5891	Positive
Otu00059	Otu00038	0.0099	-0.7042	Negative
Otu00068	Otu00038	0.0099	0.6086	Positive
Otu00069	Otu00038	0.0099	0.6027	Positive
Otu00074	Otu00038	0.0099	0.5987	Positive
Otu00081	Otu00038	0.0099	0.5818	Positive
Otu00096	Otu00038	0.0099	-0.6049	Negative
Otu00097	Otu00038	0.0099	0.5248	Positive
Otu00117	Otu00038	0.0099	0.6077	Positive
Otu00118	Otu00038	0.0099	0.5673	Positive
Otu00044	Otu00039	0.0099	0.9097	Positive
Otu00049	Otu00039	0.0099	-0.4843	Negative
Otu00079	Otu00039	0.0099	0.9156	Positive
Otu00110	Otu00039	0.0099	0.892	Positive
Otu00116	Otu00039	0.0099	0.9014	Positive
Otu00120	Otu00039	0.0099	0.8886	Positive
Otu00066	Otu00040	0.0099	0.8897	Positive
Otu00083	Otu00040	0.0099	0.9012	Positive
Otu00045	Otu00041	0.0099	0.6176	Positive
Otu00046	Otu00041	0.0099	0.6823	Positive
Otu00048	Otu00041	0.0099	0.6695	Positive
Otu00049	Otu00041	0.0099	0.6175	Positive
Otu00050	Otu00041	0.0099	0.6705	Positive
Otu00053	Otu00041	0.0099	0.6087	Positive
Otu00055	Otu00041	0.0099	0.647	Positive
Otu00059	Otu00041	0.0099	-0.7753	Negative
Otu00061	Otu00041	0.0099	0.6599	Positive
Otu00064	Otu00041	0.0099	0.6252	Positive
Otu00065	Otu00041	0.0099	0.6427	Positive
Otu00068	Otu00041	0.0099	0.6533	Positive
Otu00070	Otu00041	0.0099	0.629	Positive
Otu00078	Otu00041	0.0099	0.6652	Positive
Otu00091	Otu00041	0.0099	0.7022	Positive
Otu00093	Otu00041	0.0099	0.6205	Positive
Otu00094	Otu00041	0.0099	0.5658	Positive
Otu00104	Otu00041	0.0099	0.5997	Positive
Otu00109	Otu00041	0.0099	0.5584	Positive
Otu00110	Otu00041	0.0099	-0.6204	Negative
Otu00124	Otu00041	0.0099	0.5859	Positive
Otu00135	Otu00041	0.0099	0.5651	Positive
Otu00043	Otu00042	0.0099	0.615	Positive
Otu00053	Otu00042	0.0099	0.6299	Positive
Otu00054	Otu00042	0.0099	0.6301	Positive
Otu00058	Otu00042	0.0099	0.6487	Positive
Otu00059	Otu00042	0.0099	-0.765	Negative
Otu00061	Otu00042	0.0099	0.64	Positive
Otu00069	Otu00042	0.0099	0.6403	Positive
Otu00073	Otu00042	0.0099	0.6476	Positive
Otu00078	Otu00042	0.0099	0.5799	Positive
Otu00082	Otu00042	0.0099	0.6859	Positive
Otu00090	Otu00042	0.0099	0.5651	Positive
Otu00092	Otu00042	0.0099	0.5834	Positive
Otu00101	Otu00042	0.0099	0.6191	Positive
Otu00114	Otu00042	0.0099	0.5835	Positive
Otu00116	Otu00042	0.0099	-0.5932	Negative
Otu00120	Otu00042	0.0099	-0.6377	Negative
Otu00132	Otu00042	0.0099	0.5133	Positive
Otu00049	Otu00043	0.0099	0.6773	Positive
Otu00050	Otu00043	0.0099	0.6703	Positive
Otu00055	Otu00043	0.0099	0.6509	Positive
Otu00059	Otu00043	0.0099	-0.7449	Negative
Otu00070	Otu00043	0.0099	0.6601	Positive
Otu00077	Otu00043	0.0099	0.6957	Positive
Otu00078	Otu00043	0.0099	0.6367	Positive
Otu00079	Otu00043	0.0099	-0.5866	Negative
Otu00084	Otu00043	0.0099	0.5959	Positive
Otu00092	Otu00043	0.0099	0.6003	Positive
Otu00096	Otu00043	0.0099	-0.5861	Negative
Otu00099	Otu00043	0.0099	-0.5854	Negative
Otu00100	Otu00043	0.0099	0.6002	Positive
Otu00106	Otu00043	0.0099	0.6035	Positive
Otu00107	Otu00043	0.0099	0.5728	Positive
Otu00108	Otu00043	0.0099	0.6215	Positive
Otu00118	Otu00043	0.0099	0.5834	Positive
Otu00124	Otu00043	0.0099	0.5772	Positive
Otu00126	Otu00043	0.0099	0.608	Positive
Otu00130	Otu00043	0.0099	0.5725	Positive
Otu00134	Otu00043	0.0099	0.5512	Positive
Otu00059	Otu00044	0.0099	0.781	Positive
Otu00079	Otu00044	0.0099	0.9201	Positive
Otu00110	Otu00044	0.0099	0.8969	Positive
Otu00116	Otu00044	0.0099	0.908	Positive
Otu00120	Otu00044	0.0099	0.8941	Positive
Otu00047	Otu00045	0.0099	0.6866	Positive
Otu00050	Otu00045	0.0099	0.7101	Positive
Otu00064	Otu00045	0.0099	0.6354	Positive
Otu00067	Otu00045	0.0099	0.6333	Positive
Otu00092	Otu00045	0.0099	0.5971	Positive
Otu00093	Otu00045	0.0099	0.6153	Positive
Otu00094	Otu00045	0.0099	0.6352	Positive
Otu00106	Otu00045	0.0099	0.5765	Positive
Otu00121	Otu00045	0.0099	0.5674	Positive
Otu00124	Otu00045	0.0099	0.5122	Positive
Otu00052	Otu00046	0.0099	0.5999	Positive
Otu00053	Otu00046	0.0099	0.625	Positive
Otu00054	Otu00046	0.0099	0.6418	Positive
Otu00058	Otu00046	0.0099	0.6411	Positive
Otu00059	Otu00046	0.0099	-0.7348	Negative
Otu00061	Otu00046	0.0099	0.6554	Positive
Otu00065	Otu00046	0.0099	0.6635	Positive
Otu00067	Otu00046	0.0099	0.6355	Positive
Otu00070	Otu00046	0.0099	0.686	Positive
Otu00073	Otu00046	0.0099	0.6556	Positive
Otu00074	Otu00046	0.0099	0.6252	Positive
Otu00077	Otu00046	0.0099	0.6436	Positive
Otu00086	Otu00046	0.0099	0.5942	Positive
Otu00089	Otu00046	0.0099	0.5632	Positive
Otu00096	Otu00046	0.0099	-0.6104	Negative
Otu00099	Otu00046	0.0099	-0.5759	Negative
Otu00100	Otu00046	0.0099	0.5857	Positive
Otu00102	Otu00046	0.0099	0.6323	Positive
Otu00103	Otu00046	0.0099	0.6162	Positive
Otu00104	Otu00046	0.0099	0.5878	Positive
Otu00109	Otu00046	0.0099	0.5611	Positive
Otu00126	Otu00046	0.0099	0.6118	Positive
Otu00127	Otu00046	0.0099	0.5672	Positive
Otu00048	Otu00047	0.0099	0.6832	Positive
Otu00050	Otu00047	0.0099	0.7014	Positive
Otu00053	Otu00047	0.0099	0.6607	Positive
Otu00057	Otu00047	0.0099	-0.5707	Negative
Otu00059	Otu00047	0.0099	-0.7556	Negative
Otu00065	Otu00047	0.0099	0.6504	Positive
Otu00068	Otu00047	0.0099	0.6685	Positive
Otu00069	Otu00047	0.0099	0.6469	Positive
Otu00070	Otu00047	0.0099	0.656	Positive
Otu00084	Otu00047	0.0099	0.6139	Positive
Otu00086	Otu00047	0.0099	0.62	Positive
Otu00091	Otu00047	0.0099	0.5974	Positive
Otu00093	Otu00047	0.0099	0.5697	Positive
Otu00101	Otu00047	0.0099	0.5665	Positive
Otu00116	Otu00047	0.0099	-0.565	Negative
Otu00121	Otu00047	0.0099	0.5875	Positive
Otu00050	Otu00048	0.0099	0.6926	Positive
Otu00055	Otu00048	0.0099	0.6475	Positive
Otu00056	Otu00048	0.0099	-0.5275	Negative
Otu00059	Otu00048	0.0099	-0.7698	Negative
Otu00064	Otu00048	0.0099	0.6435	Positive
Otu00065	Otu00048	0.0099	0.6457	Positive
Otu00068	Otu00048	0.0099	0.64	Positive
Otu00069	Otu00048	0.0099	0.6354	Positive
Otu00073	Otu00048	0.0099	0.6504	Positive
Otu00077	Otu00048	0.0099	0.6173	Positive
Otu00093	Otu00048	0.0099	0.5984	Positive
Otu00102	Otu00048	0.0099	0.6316	Positive
Otu00103	Otu00048	0.0099	0.5751	Positive
Otu00104	Otu00048	0.0099	0.5702	Positive
Otu00105	Otu00048	0.0099	0.5745	Positive
Otu00107	Otu00048	0.0099	0.569	Positive
Otu00135	Otu00048	0.0099	0.5762	Positive
Otu00050	Otu00049	0.0099	0.6744	Positive
Otu00054	Otu00049	0.0099	0.6393	Positive
Otu00065	Otu00049	0.0099	0.6071	Positive
Otu00072	Otu00049	0.0099	0.5781	Positive
Otu00073	Otu00049	0.0099	0.5814	Positive
Otu00078	Otu00049	0.0099	0.5743	Positive
Otu00082	Otu00049	0.0099	0.5937	Positive
Otu00086	Otu00049	0.0099	0.631	Positive
Otu00093	Otu00049	0.0099	0.5587	Positive
Otu00099	Otu00049	0.0099	-0.61	Negative
Otu00107	Otu00049	0.0099	0.5367	Positive
Otu00108	Otu00049	0.0099	0.6496	Positive
Otu00114	Otu00049	0.0099	0.5955	Positive
Otu00117	Otu00049	0.0099	0.5944	Positive
Otu00134	Otu00049	0.0099	0.5544	Positive
Otu00052	Otu00050	0.0099	0.649	Positive
Otu00053	Otu00050	0.0099	0.6683	Positive
Otu00055	Otu00050	0.0099	0.6801	Positive
Otu00058	Otu00050	0.0099	0.6741	Positive
Otu00059	Otu00050	0.0099	-0.7873	Negative
Otu00061	Otu00050	0.0099	0.6658	Positive
Otu00063	Otu00050	0.0099	-0.554	Negative
Otu00064	Otu00050	0.0099	0.6902	Positive
Otu00065	Otu00050	0.0099	0.6452	Positive
Otu00069	Otu00050	0.0099	0.6117	Positive
Otu00081	Otu00050	0.0099	0.5749	Positive
Otu00084	Otu00050	0.0099	0.6506	Positive
Otu00093	Otu00050	0.0099	0.6352	Positive
Otu00095	Otu00050	0.0099	0.5707	Positive
Otu00097	Otu00050	0.0099	0.5669	Positive
Otu00105	Otu00050	0.0099	0.6084	Positive
Otu00109	Otu00050	0.0099	0.5487	Positive
Otu00110	Otu00050	0.0099	-0.5813	Negative
Otu00120	Otu00050	0.0099	-0.6167	Negative
Otu00127	Otu00050	0.0099	0.6283	Positive
Otu00128	Otu00050	0.0099	0.5425	Positive
Otu00053	Otu00052	0.0099	0.609	Positive
Otu00064	Otu00052	0.0099	0.6309	Positive
Otu00065	Otu00052	0.0099	0.6419	Positive
Otu00067	Otu00052	0.0099	0.6056	Positive
Otu00069	Otu00052	0.0099	0.6483	Positive
Otu00073	Otu00052	0.0099	0.6011	Positive
Otu00104	Otu00052	0.0099	0.5241	Positive
Otu00105	Otu00052	0.0099	0.5921	Positive
Otu00108	Otu00052	0.0099	0.5513	Positive
Otu00055	Otu00053	0.0099	0.6501	Positive
Otu00058	Otu00053	0.0099	0.6461	Positive
Otu00059	Otu00053	0.0099	-0.7315	Negative
Otu00062	Otu00053	0.0099	-0.5389	Negative
Otu00084	Otu00053	0.0099	0.6033	Positive
Otu00096	Otu00053	0.0099	-0.5769	Negative
Otu00098	Otu00053	0.0099	-0.5201	Negative
Otu00100	Otu00053	0.0099	0.6444	Positive
Otu00103	Otu00053	0.0099	0.586	Positive
Otu00111	Otu00053	0.0099	0.5922	Positive
Otu00117	Otu00053	0.0099	0.5459	Positive
Otu00057	Otu00054	0.0099	-0.5474	Negative
Otu00077	Otu00054	0.0099	0.5742	Positive
Otu00082	Otu00054	0.0099	0.7208	Positive
Otu00084	Otu00054	0.0099	0.5749	Positive
Otu00095	Otu00054	0.0099	0.6244	Positive
Otu00101	Otu00054	0.0099	0.5793	Positive
Otu00102	Otu00054	0.0099	0.6455	Positive
Otu00106	Otu00054	0.0099	0.5473	Positive
Otu00110	Otu00054	0.0099	-0.5992	Negative
Otu00127	Otu00054	0.0099	0.5068	Positive
Otu00056	Otu00055	0.0099	-0.6113	Negative
Otu00059	Otu00055	0.0099	-0.7516	Negative
Otu00061	Otu00055	0.0099	0.6819	Positive
Otu00062	Otu00055	0.0099	-0.644	Negative
Otu00069	Otu00055	0.0099	0.6586	Positive
Otu00072	Otu00055	0.0099	0.691	Positive
Otu00073	Otu00055	0.0099	0.6223	Positive
Otu00084	Otu00055	0.0099	0.6466	Positive
Otu00099	Otu00055	0.0099	-0.6387	Negative
Otu00108	Otu00055	0.0099	0.5966	Positive
Otu00112	Otu00055	0.0099	0.5281	Positive
Otu00114	Otu00055	0.0099	0.6037	Positive
Otu00117	Otu00055	0.0099	0.5427	Positive
Otu00057	Otu00056	0.0099	0.9125	Positive
Otu00062	Otu00056	0.0099	0.8925	Positive
Otu00063	Otu00056	0.0099	0.9128	Positive
Otu00075	Otu00056	0.0099	0.907	Positive
Otu00080	Otu00056	0.0099	0.9072	Positive
Otu00087	Otu00056	0.0099	0.8168	Positive
Otu00096	Otu00056	0.0099	0.9057	Positive
Otu00098	Otu00056	0.0099	0.8892	Positive
Otu00099	Otu00056	0.0099	0.9061	Positive
Otu00105	Otu00056	0.0099	-0.5436	Negative
Otu00061	Otu00057	0.0099	-0.532	Negative
Otu00062	Otu00057	0.0099	0.9159	Positive
Otu00063	Otu00057	0.0099	0.9106	Positive
Otu00075	Otu00057	0.0099	0.8993	Positive
Otu00080	Otu00057	0.0099	0.9011	Positive
Otu00086	Otu00057	0.0099	-0.541	Negative
Otu00087	Otu00057	0.0099	0.8142	Positive
Otu00094	Otu00057	0.0099	-0.5405	Negative
Otu00096	Otu00057	0.0099	0.9097	Positive
Otu00098	Otu00057	0.0099	0.8927	Positive
Otu00099	Otu00057	0.0099	0.8979	Positive
Otu00059	Otu00058	0.0099	-0.7382	Negative
Otu00061	Otu00058	0.0099	0.685	Positive
Otu00064	Otu00058	0.0099	0.6261	Positive
Otu00065	Otu00058	0.0099	0.6465	Positive
Otu00072	Otu00058	0.0099	0.6219	Positive
Otu00073	Otu00058	0.0099	0.6251	Positive
Otu00097	Otu00058	0.0099	0.5777	Positive
Otu00101	Otu00058	0.0099	0.5944	Positive
Otu00103	Otu00058	0.0099	0.5826	Positive
Otu00113	Otu00058	0.0099	0.5724	Positive
Otu00119	Otu00058	0.0099	0.4984	Positive
Otu00122	Otu00058	0.0099	0.5216	Positive
Otu00061	Otu00059	0.0099	-0.7327	Negative
Otu00064	Otu00059	0.0099	-0.7261	Negative
Otu00065	Otu00059	0.0099	-0.7414	Negative
Otu00067	Otu00059	0.0099	-0.7004	Negative
Otu00068	Otu00059	0.0099	-0.7195	Negative
Otu00069	Otu00059	0.0099	-0.7426	Negative
Otu00073	Otu00059	0.0099	-0.7468	Negative
Otu00074	Otu00059	0.0099	-0.7424	Negative
Otu00077	Otu00059	0.0099	-0.7334	Negative
Otu00078	Otu00059	0.0099	-0.732	Negative
Otu00079	Otu00059	0.0099	0.7888	Positive
Otu00084	Otu00059	0.0099	-0.699	Negative
Otu00089	Otu00059	0.0099	-0.6525	Negative
Otu00090	Otu00059	0.0099	-0.6688	Negative
Otu00092	Otu00059	0.0099	-0.7146	Negative
Otu00094	Otu00059	0.0099	-0.6864	Negative
Otu00097	Otu00059	0.0099	-0.6757	Negative
Otu00100	Otu00059	0.0099	-0.6767	Negative
Otu00102	Otu00059	0.0099	-0.6882	Negative
Otu00103	Otu00059	0.0099	-0.6736	Negative
Otu00104	Otu00059	0.0099	-0.675	Negative
Otu00105	Otu00059	0.0099	-0.6759	Negative
Otu00106	Otu00059	0.0099	-0.6795	Negative
Otu00107	Otu00059	0.0099	-0.623	Negative
Otu00108	Otu00059	0.0099	-0.6694	Negative
Otu00109	Otu00059	0.0099	-0.6923	Negative
Otu00110	Otu00059	0.0099	0.7872	Positive
Otu00116	Otu00059	0.0099	0.7798	Positive
Otu00117	Otu00059	0.0099	-0.6652	Negative
Otu00120	Otu00059	0.0099	0.8028	Positive
Otu00123	Otu00059	0.0099	-0.6519	Negative
Otu00124	Otu00059	0.0099	-0.6278	Negative
Otu00126	Otu00059	0.0099	-0.6997	Negative
Otu00127	Otu00059	0.0099	-0.6615	Negative
Otu00134	Otu00059	0.0099	-0.6454	Negative
Otu00135	Otu00059	0.0099	-0.6366	Negative
Otu00069	Otu00061	0.0099	0.6083	Positive
Otu00078	Otu00061	0.0099	0.6172	Positive
Otu00092	Otu00061	0.0099	0.5996	Positive
Otu00097	Otu00061	0.0099	0.5614	Positive
Otu00099	Otu00061	0.0099	-0.6068	Negative
Otu00106	Otu00061	0.0099	0.5348	Positive
Otu00109	Otu00061	0.0099	0.5539	Positive
Otu00126	Otu00061	0.0099	0.561	Positive
Otu00063	Otu00062	0.0099	0.901	Positive
Otu00069	Otu00062	0.0099	-0.5582	Negative
Otu00075	Otu00062	0.0099	0.9156	Positive
Otu00080	Otu00062	0.0099	0.9017	Positive
Otu00094	Otu00062	0.0099	-0.5673	Negative
Otu00096	Otu00062	0.0099	0.9135	Positive
Otu00098	Otu00062	0.0099	0.8923	Positive
Otu00099	Otu00062	0.0099	0.8849	Positive
Otu00102	Otu00062	0.0099	-0.4893	Negative
Otu00075	Otu00063	0.0099	0.898	Positive
Otu00080	Otu00063	0.0099	0.8968	Positive
Otu00087	Otu00063	0.0099	0.817	Positive
Otu00096	Otu00063	0.0099	0.9005	Positive
Otu00098	Otu00063	0.0099	0.8923	Positive
Otu00099	Otu00063	0.0099	0.9032	Positive
Otu00066	Otu00064	0.0099	-0.6145	Negative
Otu00067	Otu00064	0.0099	0.5976	Positive
Otu00068	Otu00064	0.0099	0.6465	Positive
Otu00069	Otu00064	0.0099	0.6573	Positive
Otu00084	Otu00064	0.0099	0.6282	Positive
Otu00095	Otu00064	0.0099	0.569	Positive
Otu00102	Otu00064	0.0099	0.5739	Positive
Otu00113	Otu00064	0.0099	0.5622	Positive
Otu00126	Otu00064	0.0099	0.5954	Positive
Otu00130	Otu00064	0.0099	0.5584	Positive
Otu00069	Otu00065	0.0099	0.6079	Positive
Otu00073	Otu00065	0.0099	0.7156	Positive
Otu00074	Otu00065	0.0099	0.6303	Positive
Otu00077	Otu00065	0.0099	0.6207	Positive
Otu00084	Otu00065	0.0099	0.5615	Positive
Otu00090	Otu00065	0.0099	0.5779	Positive
Otu00092	Otu00065	0.0099	0.6483	Positive
Otu00094	Otu00065	0.0099	0.601	Positive
Otu00101	Otu00065	0.0099	0.6044	Positive
Otu00105	Otu00065	0.0099	0.5602	Positive
Otu00120	Otu00065	0.0099	-0.5896	Negative
Otu00121	Otu00065	0.0099	0.5478	Positive
Otu00124	Otu00065	0.0099	0.6066	Positive
Otu00135	Otu00065	0.0099	0.5949	Positive
Otu00073	Otu00066	0.0099	-0.6162	Negative
Otu00083	Otu00066	0.0099	0.8953	Positive
Otu00093	Otu00066	0.0099	-0.5326	Negative
Otu00094	Otu00066	0.0099	-0.5504	Negative
Otu00130	Otu00066	0.0099	-0.5048	Negative
Otu00073	Otu00067	0.0099	0.5997	Positive
Otu00074	Otu00067	0.0099	0.6359	Positive
Otu00080	Otu00067	0.0099	-0.5738	Negative
Otu00084	Otu00067	0.0099	0.5805	Positive
Otu00086	Otu00067	0.0099	0.5768	Positive
Otu00099	Otu00067	0.0099	-0.5771	Negative
Otu00110	Otu00067	0.0099	-0.526	Negative
Otu00113	Otu00067	0.0099	0.5498	Positive
Otu00117	Otu00067	0.0099	0.5684	Positive
Otu00128	Otu00067	0.0099	0.5611	Positive
Otu00074	Otu00068	0.0099	0.5913	Positive
Otu00095	Otu00068	0.0099	0.5602	Positive
Otu00096	Otu00068	0.0099	-0.5833	Negative
Otu00099	Otu00068	0.0099	-0.567	Negative
Otu00100	Otu00068	0.0099	0.6194	Positive
Otu00101	Otu00068	0.0099	0.5786	Positive
Otu00127	Otu00068	0.0099	0.6047	Positive
Otu00075	Otu00069	0.0099	-0.5968	Negative
Otu00078	Otu00069	0.0099	0.6338	Positive
Otu00086	Otu00069	0.0099	0.5416	Positive
Otu00090	Otu00069	0.0099	0.6118	Positive
Otu00111	Otu00069	0.0099	0.587	Positive
Otu00113	Otu00069	0.0099	0.5209	Positive
Otu00120	Otu00069	0.0099	-0.5288	Negative
Otu00121	Otu00069	0.0099	0.5889	Positive
Otu00135	Otu00069	0.0099	0.5949	Positive
Otu00095	Otu00070	0.0099	0.5375	Positive
Otu00114	Otu00070	0.0099	0.579	Positive
Otu00077	Otu00072	0.0099	0.614	Positive
Otu00081	Otu00072	0.0099	0.505	Positive
Otu00090	Otu00072	0.0099	0.5474	Positive
Otu00099	Otu00072	0.0099	-0.5488	Negative
Otu00110	Otu00072	0.0099	-0.5697	Negative
Otu00115	Otu00072	0.0099	0.4746	Positive
Otu00078	Otu00073	0.0099	0.6119	Positive
Otu00093	Otu00073	0.0099	0.5458	Positive
Otu00095	Otu00073	0.0099	0.5589	Positive
Otu00096	Otu00073	0.0099	-0.5002	Negative
Otu00097	Otu00073	0.0099	0.6017	Positive
Otu00101	Otu00073	0.0099	0.5598	Positive
Otu00104	Otu00073	0.0099	0.5304	Positive
Otu00111	Otu00073	0.0099	0.5308	Positive
Otu00118	Otu00073	0.0099	0.577	Positive
Otu00119	Otu00073	0.0099	0.5822	Positive
Otu00128	Otu00073	0.0099	0.5587	Positive
Otu00080	Otu00074	0.0099	-0.5506	Negative
Otu00092	Otu00074	0.0099	0.5933	Positive
Otu00080	Otu00075	0.0099	0.9094	Positive
Otu00094	Otu00075	0.0099	-0.5899	Negative
Otu00096	Otu00075	0.0099	0.9034	Positive
Otu00098	Otu00075	0.0099	0.895	Positive
Otu00099	Otu00075	0.0099	0.8995	Positive
Otu00084	Otu00077	0.0099	0.5646	Positive
Otu00097	Otu00077	0.0099	0.5974	Positive
Otu00103	Otu00077	0.0099	0.5087	Positive
Otu00113	Otu00077	0.0099	0.5474	Positive
Otu00118	Otu00077	0.0099	0.5616	Positive
Otu00121	Otu00077	0.0099	0.5425	Positive
Otu00093	Otu00078	0.0099	0.5411	Positive
Otu00099	Otu00078	0.0099	-0.5512	Negative
Otu00100	Otu00078	0.0099	0.5637	Positive
Otu00101	Otu00078	0.0099	0.5731	Positive
Otu00110	Otu00079	0.0099	0.8921	Positive
Otu00116	Otu00079	0.0099	0.9125	Positive
