"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.1463414634146343","0.00549179450779148","0.4659090909090909","0.6147186147186147","22","5","false","Otu00080","22.5","0","22","0","0.9820884146341463","false","0","Otu00080","778","0.24725274725274726"
"2.4634146341463414","8.885334754986894E-6","0.40594059405940597","0.989010989010989","14","5","false","Otu00087","22.857142857142858","0","14","0","0.9771341463414634","false","0","Otu00087","2","0.35714285714285715"
"1.991869918699187","0.010608075779105927","0.5020408163265306","0.48307692307692307","26","4","false","Otu00096","23.076923076923077","0","26","0","0.9845020325203252","false","0","Otu00096","1860","0.2331002331002331"
"2.138211382113821","0.004914479863335682","0.467680608365019","0.5889328063241107","23","5","false","Otu00098","23.130434782608695","0","23","0","0.9822154471544715","false","0","Otu00098","816","0.25418060200668896"
"1.9593495934959348","0.020154048369855355","0.5103734439834026","0.36174242424242425","33","5","false","Otu00099","22.03030303030303","0","33","0","0.985010162601626","false","0","Otu00099","2474","0.21388643718740807"
"1.829268292682927","0.01866353582951214","0.5466666666666666","0.2994652406417112","34","4","false","Otu00021","25.41176470588235","0","34","0","0.9870426829268293","false","0","Otu00021","3056","0.2289348171701113"
"1.910569105691057","0.009827300217144024","0.5234042553191489","0.3346774193548387","32","4","false","Otu00031","24.59375","0","32","0","0.9857723577235772","false","0","Otu00031","1422","0.23877427184466019"
"1.8211382113821137","0.022952158787230538","0.5491071428571429","0.27058823529411763","35","4","false","Otu00032","23.857142857142858","0","35","0","0.9871697154471545","false","0","Otu00032","3016","0.21492921492921493"
"1.7886178861788617","0.02459949569273045","0.5590909090909091","0.2968960863697706","39","4","false","Otu00033","24.82051282051282","0","39","0","0.9876778455284553","false","0","Otu00033","4198","0.2236082236082236"
"1.7804878048780488","0.022617048793828858","0.5616438356164384","0.32882882882882886","37","4","false","Otu00034","25.594594594594593","0","37","0","0.9878048780487805","false","0","Otu00034","3884","0.2245139876718824"
"1.8211382113821137","0.014618967182087394","0.5491071428571429","0.3761904761904762","36","4","false","Otu00036","27.38888888888889","0","36","0","0.9871697154471545","false","0","Otu00036","2436","0.24898989898989898"
"2.089430894308943","0.0037178653519364625","0.4785992217898833","0.3","16","5","false","Otu00038","26.1875","0","16","0","0.9829776422764228","false","0","Otu00038","590","0.2555147058823529"
"1.8373983739837398","0.020030036723486265","0.5442477876106194","0.29435483870967744","32","4","false","Otu00043","24.875","0","32","0","0.9869156504065041","false","0","Otu00043","3032","0.22209821428571427"
"1.8780487804878048","0.009830009224159305","0.5324675324675325","0.3723076923076923","26","4","false","Otu00047","27.73076923076923","0","26","0","0.9862804878048781","false","0","Otu00047","1732","0.24540503744043568"
"1.886178861788618","0.012060035216031854","0.5301724137931034","0.28615384615384615","26","4","false","Otu00049","24.26923076923077","0","26","0","0.9861534552845529","false","0","Otu00049","1770","0.21668956043956045"
"1.7886178861788617","0.025698542084004825","0.5590909090909091","0.3078078078078078","37","4","false","Otu00050","25.513513513513512","0","37","0","0.9876778455284553","false","0","Otu00050","4032","0.22755791505791506"
"2.0","0.004791759386784287","0.5","0.2982456140350877","19","4","false","Otu00054","26.05263157894737","0","19","0","0.984375","false","0","Otu00054","828","0.2412280701754386"
"1.910569105691057","0.009000709571092468","0.5234042553191489","0.38461538461538464","27","4","false","Otu00055","28.48148148148148","0","27","0","0.9857723577235772","false","0","Otu00055","1600","0.26371742112482854"
"1.886178861788618","0.011699184353278047","0.5301724137931034","0.33004926108374383","29","4","false","Otu00065","25.310344827586206","0","29","0","0.9861534552845529","false","0","Otu00065","1798","0.2322049984182221"
"1.951219512195122","0.004497352561805891","0.5125000000000001","0.3852813852813853","22","4","false","Otu00068","30.136363636363637","0","22","0","0.9851371951219512","false","0","Otu00068","1044","0.27904040404040403"
"2.048780487804878","0.019050891512686755","0.4880952380952381","0.2761904761904762","15","4","false","Otu00072","27.2","0","15","0","0.9836128048780488","false","0","Otu00072","2130","0.2602564102564103"
"2.048780487804878","0.001901785610939241","0.4880952380952381","0.45054945054945056","14","4","false","Otu00074","30.214285714285715","0","14","0","0.9836128048780488","false","0","Otu00074","374","0.29052197802197804"
"1.934959349593496","0.002879522847225847","0.5168067226890756","0.5021645021645021","22","4","false","Otu00078","32.31818181818182","0","22","0","0.9853912601626016","false","0","Otu00078","890","0.293801652892562"
"2.065040650406504","0.0023651249669331244","0.48425196850393704","0.34285714285714286","15","4","false","Otu00095","27.066666666666666","0","15","0","0.9833587398373984","false","0","Otu00095","516","0.26798679867986797"
"2.130081300813008","4.3490142913224977E-4","0.4694656488549619","0.6","11","5","false","Otu00109","35.45454545454545","0","11","0","0.9823424796747967","false","0","Otu00109","78","0.3409090909090909"
"2.2764227642276422","4.826646868227814E-4","0.4392857142857143","0.19047619047619047","7","4","false","Otu00118","23.285714285714285","0","7","0","0.9800558943089431","false","0","Otu00118","94","0.2821869488536155"
"2.1463414634146343","5.511492497695448E-4","0.4659090909090909","0.19047619047619047","7","4","false","Otu00122","29.857142857142858","0","7","0","0.9820884146341463","false","0","Otu00122","146","0.30486008836524303"
"2.934959349593496","0.0046462103511465645","0.34072022160664817","0.7111111111111111","10","4","false","Otu00015","9.0","0","10","0","0.9697662601626016","false","0","Otu00015","2036","0.36"
"2.6747967479674797","0.002767160438423258","0.3738601823708207","0.6666666666666666","6","4","false","Otu00017","13.5","0","6","0","0.9738313008130082","false","0","Otu00017","542","0.3375"
"2.6422764227642275","0.008899925321831528","0.37846153846153846","0.6222222222222222","10","4","false","Otu00025","10.6","0","10","0","0.974339430894309","false","0","Otu00025","1502","0.27631578947368424"
"1.8211382113821137","0.028375277351940852","0.5491071428571429","0.3087121212121212","33","3","false","Otu00028","24.757575757575758","0","33","0","0.9871697154471545","false","0","Otu00028","4754","0.22104978354978355"
"2.9430894308943087","0.0042559452613710105","0.3397790055248619","0.7777777777777778","9","4","false","Otu00040","9.444444444444445","0","9","0","0.9696392276422764","false","0","Otu00040","1918","0.37777777777777777"
"2.1951219512195124","0.08309670889687447","0.45555555555555555","0.29523809523809524","15","4","false","Otu00066","13.266666666666667","0","15","0","0.9813262195121951","false","0","Otu00066","12878","0.15714285714285714"
"2.9430894308943087","0.0042559452613710105","0.3397790055248619","0.7777777777777778","9","4","false","Otu00083","9.444444444444445","0","9","0","0.9696392276422764","false","0","Otu00083","1918","0.37777777777777777"
"2.682926829268293","2.734884053792059E-4","0.3727272727272727","0.0","2","4","false","Otu00085","22.0","0","2","0","0.973704268292683","false","0","Otu00085","98","0.5526315789473685"
"1.853658536585366","0.04004947295241721","0.5394736842105263","0.2367816091954023","30","4","false","Otu00019","21.866666666666667","0","30","0","0.9866615853658537","false","0","Otu00019","4462","0.19818181818181818"
"3.073170731707317","0.0","0.3253968253968254","1.0","6","5","false","Otu00011","10.166666666666666","0","6","0","0.9676067073170732","false","0","Otu00011","0","0.5980392156862745"
"3.0569105691056913","0.0022285720609151135","0.32712765957446804","0.8571428571428571","8","5","false","Otu00006","9.0","0","8","0","0.9678607723577236","false","0","Otu00006","1158","0.5294117647058824"
"3.894308943089431","0.0","0.2567849686847599","1.0","5","5","false","Otu00014","8.8","0","5","0","0.9547764227642277","false","0","Otu00014","0","0.88"
"3.048780487804878","0.0025040682434387543","0.328","0.7857142857142857","8","5","false","Otu00027","9.0","0","8","0","0.9679878048780488","false","0","Otu00027","1268","0.5"
"2.032520325203252","0.006007978920523662","0.49199999999999994","0.3952380952380952","21","5","false","Otu00061","28.857142857142858","0","21","0","0.9838668699186992","false","0","Otu00061","1204","0.2722371967654987"
"1.91869918699187","0.008630304495514928","0.5211864406779662","0.3817663817663818","27","4","false","Otu00024","27.62962962962963","0","27","0","0.985645325203252","false","0","Otu00024","1544","0.25822083766009"
"1.8617886178861789","0.015985040216340583","0.537117903930131","0.3247863247863248","27","4","false","Otu00042","26.25925925925926","0","27","0","0.9865345528455285","false","0","Otu00042","2232","0.23034437946718647"
"1.829268292682927","0.030955013796968404","0.5466666666666666","0.26554621848739496","35","4","false","Otu00037","23.17142857142857","0","35","0","0.9870426829268293","false","0","Otu00037","3538","0.21064935064935064"
"1.8699186991869918","0.012920796111246345","0.5347826086956522","0.31264367816091954","30","4","false","Otu00041","25.7","0","30","0","0.9864075203252033","false","0","Otu00041","2448","0.23363636363636364"
"2.0","0.004218351003972646","0.5","0.3464052287581699","18","4","false","Otu00086","27.88888888888889","0","18","0","0.984375","false","0","Otu00086","924","0.2631027253668763"
"2.024390243902439","0.0019490341479846203","0.4939759036144578","0.375","16","4","false","Otu00052","28.3125","0","16","0","0.9839939024390244","false","0","Otu00052","392","0.26964285714285713"
"1.9268292682926829","0.006313752408908997","0.5189873417721519","0.35968379446640314","23","4","false","Otu00053","28.47826086956522","0","23","0","0.9855182926829268","false","0","Otu00053","1184","0.2608695652173913"
"1.8130081300813008","0.037069361753460726","0.5515695067264574","0.2724867724867725","28","3","false","Otu00073","24.392857142857142","0","28","0","0.9872967479674797","false","0","Otu00073","5618","0.2081807081807082"
"1.934959349593496","0.006872109077104163","0.5168067226890756","0.4069264069264069","22","4","false","Otu00077","29.09090909090909","0","22","0","0.9853912601626016","false","0","Otu00077","1148","0.2644628099173554"
"2.178861788617886","6.482657833056705E-4","0.45895522388059706","0.4","10","5","false","Otu00091","30.9","0","10","0","0.9815802845528455","false","0","Otu00091","122","0.31212121212121213"
"2.0","0.008771627978713456","0.5","0.46153846153846156","13","3","false","Otu00093","29.23076923076923","0","13","0","0.984375","false","0","Otu00093","1946","0.26573426573426573"
"2.0569105691056913","0.0020173732457692372","0.4861660079051383","0.4666666666666667","16","5","false","Otu00103","29.0625","0","16","0","0.9834857723577236","false","0","Otu00103","348","0.2690972222222222"
"2.0813008130081303","0.0021411670186517167","0.48046874999999994","0.2948717948717949","13","4","false","Otu00114","25.076923076923077","0","13","0","0.983104674796748","false","0","Otu00114","342","0.2517482517482518"
"1.983739837398374","0.0015986776794576349","0.5040983606557378","0.43956043956043955","14","4","false","Otu00117","31.571428571428573","0","14","0","0.9846290650406504","false","0","Otu00117","368","0.28188775510204084"
"2.1219512195121952","5.103842907634294E-4","0.47126436781609193","0.4444444444444444","9","4","false","Otu00127","33.111111111111114","0","9","0","0.9824695121951219","false","0","Otu00127","124","0.33111111111111113"
"2.1707317073170733","0.003233822977453123","0.46067415730337075","0.26666666666666666","6","3","false","Otu00130","28.333333333333332","0","6","0","0.9817073170731707","false","0","Otu00130","808","0.2964912280701754"
"2.0813008130081303","0.00436959787217734","0.48046874999999994","0.26666666666666666","16","4","false","Otu00045","22.25","0","16","0","0.983104674796748","false","0","Otu00045","700","0.22873711340206185"
"1.853658536585366","0.013752301202685113","0.5394736842105263","0.30113636363636365","33","4","false","Otu00046","24.363636363636363","0","33","0","0.9866615853658537","false","0","Otu00046","2020","0.22351959966638865"
"2.2195121951219514","1.3579905519903713E-4","0.4505494505494505","0.5","5","5","false","Otu00089","39.0","0","5","0","0.9809451219512195","false","0","Otu00089","28","0.3939393939393939"
"2.1951219512195124","0.0014975930801091096","0.45555555555555555","0.4358974358974359","13","5","false","Otu00100","28.384615384615383","0","13","0","0.9813262195121951","false","0","Otu00100","212","0.304383788254756"
"2.073170731707317","0.002572904186677062","0.4823529411764706","0.3","16","4","false","Otu00101","24.1875","0","16","0","0.9832317073170732","false","0","Otu00101","500","0.24431818181818182"
"2.138211382113821","9.698373453898489E-4","0.467680608365019","0.4222222222222222","10","5","false","Otu00105","32.4","0","10","0","0.9822154471544715","false","0","Otu00105","204","0.31153846153846154"
"2.3577235772357725","1.3786272368793148E-4","0.4241379310344827","0.3333333333333333","4","4","false","Otu00112","31.5","0","4","0","0.978785569105691","false","0","Otu00112","30","0.4166666666666667"
"2.016260162601626","0.005752006109007961","0.49596774193548393","0.2761904761904762","15","4","false","Otu00126","27.133333333333333","0","15","0","0.9841209349593496","false","0","Otu00126","966","0.25534591194968553"
"2.252032520325203","1.365129993819072E-4","0.444043321299639","0.5","5","4","false","Otu00134","37.2","0","5","0","0.9804369918699187","false","0","Otu00134","24","0.42272727272727273"
"2.048780487804878","0.005755585621809099","0.4880952380952381","0.3567251461988304","19","4","false","Otu00058","25.210526315789473","0","19","0","0.9836128048780488","false","0","Otu00058","904","0.25671321160042965"
"1.91869918699187","0.016879412752577237","0.5211864406779662","0.3203463203463203","22","3","false","Otu00064","24.59090909090909","0","22","0","0.985645325203252","false","0","Otu00064","2730","0.22153972153972154"
"1.9268292682926829","0.00901140815039362","0.5189873417721519","0.3142857142857143","21","4","false","Otu00067","25.857142857142858","0","21","0","0.9855182926829268","false","0","Otu00067","1432","0.2308673469387755"
"2.3089430894308944","5.450729979296675E-4","0.43309859154929575","0.3888888888888889","9","5","false","Otu00081","28.0","0","9","0","0.9795477642276422","false","0","Otu00081","100","0.3360107095046854"
"2.105691056910569","8.318625408589019E-4","0.47490347490347495","0.4","10","4","false","Otu00082","28.5","0","10","0","0.9827235772357723","false","0","Otu00082","194","0.284"
"1.983739837398374","0.0018899842244508678","0.5040983606557378","0.4853801169590643","19","4","false","Otu00084","31.0","0","19","0","0.9846290650406504","false","0","Otu00084","382","0.2897196261682243"
"2.0813008130081303","0.0034662010004375215","0.48046874999999994","0.3014705882352941","17","4","false","Otu00092","25.11764705882353","0","17","0","0.983104674796748","false","0","Otu00092","526","0.2610294117647059"
"1.9268292682926829","0.020133442691378158","0.5189873417721519","0.26666666666666666","16","3","false","Otu00094","27.1875","0","16","0","0.9855182926829268","false","0","Otu00094","3318","0.23739035087719298"
"2.105691056910569","0.0026499960991260944","0.47490347490347495","0.3619047619047619","15","4","false","Otu00097","25.733333333333334","0","15","0","0.9827235772357723","false","0","Otu00097","488","0.27017543859649124"
"2.203252032520325","7.098013477377431E-4","0.45387453874538747","0.41818181818181815","11","4","false","Otu00106","29.09090909090909","0","11","0","0.9811991869918699","false","0","Otu00106","148","0.31620553359683795"
"2.252032520325203","2.9008056757358043E-4","0.444043321299639","0.35714285714285715","8","4","false","Otu00111","30.0","0","8","0","0.9804369918699187","false","0","Otu00111","60","0.3514705882352941"
"2.5040650406504064","8.91229134049653E-5","0.3993506493506494","0.3333333333333333","4","4","false","Otu00119","24.0","0","4","0","0.9764989837398375","false","0","Otu00119","14","0.40948275862068967"
"1.7723577235772359","0.04234333731736125","0.5642201834862385","0.25846702317290554","34","3","false","Otu00026","22.323529411764707","0","34","0","0.9879319105691057","false","0","Otu00026","5274","0.1907993966817496"
"1.886178861788618","0.013472082023255729","0.5301724137931034","0.3306878306878307","28","4","false","Otu00069","25.428571428571427","0","28","0","0.9861534552845529","false","0","Otu00069","2108","0.23116883116883116"
"1.886178861788618","0.009418949040032133","0.5301724137931034","0.3941798941798942","28","4","false","Otu00048","27.178571428571427","0","28","0","0.9861534552845529","false","0","Otu00048","1844","0.2470779220779221"
"2.138211382113821","5.982897458086305E-4","0.467680608365019","0.4","11","4","false","Otu00070","29.727272727272727","0","11","0","0.9822154471544715","false","0","Otu00070","132","0.3096590909090909"
"2.040650406504065","0.0026619214533567725","0.4900398406374502","0.32051282051282054","13","4","false","Otu00102","29.53846153846154","0","13","0","0.983739837398374","false","0","Otu00102","512","0.2805860805860806"
"2.032520325203252","0.0015254228277141273","0.49199999999999994","0.3626373626373626","14","4","false","Otu00108","30.071428571428573","0","14","0","0.9838668699186992","false","0","Otu00108","374","0.28369272237196763"
"2.2764227642276422","7.404445629155745E-6","0.4392857142857143","0.8333333333333334","4","4","false","Otu00123","42.0","0","4","0","0.9800558943089431","false","0","Otu00123","2","0.4827586206896552"
"2.16260162601626","0.0028721611836820156","0.462406015037594","0.3076923076923077","13","4","false","Otu00090","24.153846153846153","0","13","0","0.9818343495934959","false","0","Otu00090","352","0.2588916459884202"
"2.1707317073170733","0.0010710216658272964","0.46067415730337075","0.32727272727272727","11","4","false","Otu00113","24.545454545454547","0","11","0","0.9817073170731707","false","0","Otu00113","186","0.26873126873126874"
"2.3333333333333335","3.7713414204922866E-5","0.42857142857142855","0.8095238095238095","7","5","false","Otu00135","35.714285714285715","0","7","0","0.9791666666666666","false","0","Otu00135","8","0.42517006802721086"
"2.430894308943089","6.058182787491064E-6","0.41137123745819404","0.6666666666666666","3","5","false","Otu00133","40.333333333333336","0","3","0","0.9776422764227642","false","0","Otu00133","2","0.5377777777777778"
"2.430894308943089","1.3457859490499066E-4","0.41137123745819404","0.5333333333333333","6","5","false","Otu00121","26.0","0","6","0","0.9776422764227642","false","0","Otu00121","22","0.3611111111111111"
"2.6341463414634148","0.0","0.3796296296296296","1.0","2","5","false","Otu00132","31.0","0","2","0","0.9744664634146342","false","0","Otu00132","0","0.5849056603773585"
"2.2439024390243905","5.247103312701912E-4","0.44565217391304346","0.4166666666666667","9","4","false","Otu00104","26.77777777777778","0","9","0","0.9805640243902439","false","0","Otu00104","102","0.3137254901960784"
"2.2357723577235773","5.25118750158928E-4","0.44727272727272727","0.4642857142857143","8","4","false","Otu00124","26.625","0","8","0","0.9806910569105691","false","0","Otu00124","106","0.30603448275862066"
"2.3739837398373984","1.080172571253558E-4","0.4212328767123288","0.4","5","5","false","Otu00107","32.6","0","5","0","0.9785315040650406","false","0","Otu00107","22","0.4075"
"2.5284552845528454","2.1001700329969026E-5","0.39549839228295824","0.3333333333333333","3","4","false","Otu00128","28.666666666666668","0","3","0","0.9761178861788617","false","0","Otu00128","4","0.49707602339181284"
"3.040650406504065","0.0","0.3288770053475936","0.0","1","5","false","Otu00115","15.0","0","1","0","0.968114837398374","false","0","Otu00115","0","0.0"
