#OTU ID	Otu00001	Otu00002	Otu00003	Otu00004	Otu00005	Otu00006	Otu00007	Otu00008	Otu00009	Otu00010	Otu00011	Otu00012	Otu00013	Otu00014	Otu00015	Otu00016	Otu00017	Otu00018	Otu00019	Otu00020	Otu00021	Otu00022	Otu00024	Otu00025	Otu00026	Otu00027	Otu00028	Otu00031	Otu00032	Otu00033	Otu00034	Otu00035	Otu00036	Otu00037	Otu00038	Otu00039	Otu00040	Otu00041	Otu00042	Otu00043	Otu00044	Otu00045	Otu00046	Otu00047	Otu00048	Otu00049	Otu00050	Otu00052	Otu00053	Otu00054	Otu00055	Otu00056	Otu00057	Otu00058	Otu00059	Otu00061	Otu00062	Otu00063	Otu00064	Otu00065	Otu00066	Otu00067	Otu00068	Otu00069	Otu00070	Otu00072	Otu00073	Otu00074	Otu00075	Otu00077	Otu00078	Otu00079	Otu00080	Otu00081	Otu00082	Otu00083	Otu00084	Otu00085	Otu00086	Otu00087	Otu00089	Otu00090	Otu00091	Otu00092	Otu00093	Otu00094	Otu00095	Otu00096	Otu00097	Otu00098	Otu00099	Otu00100	Otu00101	Otu00102	Otu00103	Otu00104	Otu00105	Otu00106	Otu00107	Otu00108	Otu00109	Otu00110	Otu00111	Otu00112	Otu00113	Otu00114	Otu00115	Otu00116	Otu00117	Otu00118	Otu00119	Otu00120	Otu00121	Otu00122	Otu00123	Otu00124	Otu00126	Otu00127	Otu00128	Otu00130	Otu00132	Otu00133	Otu00134	Otu00135
Otu00016	-0.1293	18.5963	13.2094	-0.9541	0.2236	1.9126	15.2909	15.2340	15.2580	0.3641	5.0487	0.0036	0.7493	-2.1717	1.8307	14.7547	-3.1768	12.3443	-2.9509	13.5456	-3.8491	0.8616	-3.3784	0.0875	-3.8675	-0.5492	-3.0158	-3.2168	-3.9960	-4.1938	2.4821	2.7608	-4.0265	-3.7783	-4.2083	0.5340	1.1250	-3.4903	-3.0150	-3.4483	1.1433	-2.5311	-3.6118	-3.7802	-3.2444	-3.6589	-3.3879	-3.1961	-3.4535	-2.9286	-3.8328	11.7554	11.8339	-3.2210	2.7524	-3.3595	11.7367	11.4964	-3.4254	-3.1924	2.8184	-3.2841	-3.4099	-3.4833	-2.4492	-3.1140	-2.7862	-3.1296	11.7224	-3.1294	-2.8910	1.2836	11.1924	-2.5468	-2.4184	2.6342	-2.6558	-0.2997	-2.8865	7.7114	-2.6832	-2.8691	-2.7075	-2.7031	-2.9493	-3.1274	-2.5060	10.5585	-2.6369	10.8829	10.8392	-2.4093	-2.7240	-2.4002	-2.6889	-3.0810	-2.9447	-2.9079	-2.0144	-2.9855	-2.5642	1.8489	-2.2854	-2.5451	-2.5041	-2.7364	-1.9379	1.5533	-2.2613	-2.1847	-2.4613	2.0608	-2.5743	-2.0317	-2.2566	-2.5690	-2.3667	-2.2867	-2.2516	-1.9636	-2.4392	-2.1627	-2.0249	-2.2550
Otu00017	7.7610	-3.5380	0.0346	7.5109	6.4672	7.4765	-3.9431	-3.7306	-3.8057	5.8962	5.2309	5.3178	5.7177	4.6773	7.4917	-3.1768	6.2625	-1.3286	-1.5538	-3.1239	-1.5259	5.2941	-1.5785	7.3706	-1.3671	4.3868	-1.5401	-1.6833	-0.7488	-1.1404	1.4326	1.2800	-1.3777	-1.3748	-0.7072	4.8666	5.9021	-1.1703	-1.3067	-1.3097	4.8694	-1.6386	-1.3758	-1.2939	-1.3838	-1.0521	-1.2274	-1.1797	-1.1602	-0.7560	-0.6332	-2.6110	-2.6779	-1.3954	1.1933	-1.1564	-2.5336	-2.5067	-1.2692	-1.1591	6.4590	-0.9813	-1.1593	-0.9273	-1.3477	-0.7386	-1.4474	-1.1043	-2.6138	-0.8771	-1.0003	4.6586	-2.3145	-1.2447	-0.9669	5.2002	-1.1137	-1.8105	-0.7880	-3.6495	-1.1500	-1.0187	-0.7584	-1.0306	-1.1282	-0.7814	-1.2518	-2.1435	-0.8513	-2.5704	-1.9615	-1.1659	-0.8341	-1.1459	-0.8767	-1.0468	-0.8615	-0.7017	-1.2568	-0.6804	-0.8836	3.9155	-0.9455	-0.7967	-0.7012	-0.9771	-1.1830	4.5965	-0.8351	-0.9855	-0.5048	5.1100	-1.0059	-0.9127	-0.8638	-0.7127	-0.7189	-0.8288	-0.8585	-0.9619	-0.7576	-0.7212	-0.8680	-1.1146
Otu00018	7.7996	15.8410	16.3184	1.7517	6.3043	0.4120	13.8568	13.4138	13.5600	5.9344	4.2357	5.3132	5.8835	-4.4200	1.3269	12.3443	-1.3286	13.7753	-4.6486	12.1095	-4.9935	5.9770	-4.2765	1.5942	-4.8739	-1.8890	-3.9538	-4.1533	-4.9486	-4.9323	3.5451	3.6057	-4.9157	-4.7122	-5.3351	5.2390	0.6421	-4.4657	-4.0750	-4.0350	5.5790	-3.2460	-4.5475	-4.3460	-3.7561	-4.4855	-4.2351	-4.0025	-3.9908	-3.7673	-4.4349	10.7893	10.8469	-3.9332	3.7026	-4.4050	10.4892	10.5829	-4.1248	-3.8807	3.6853	-3.9340	-4.2479	-4.0247	-3.2723	-4.1762	-3.4325	-3.6622	10.7799	-3.9496	-3.8328	5.7052	10.2360	-3.1307	-3.3279	1.8318	-3.4710	-1.3244	-3.4074	6.2029	-3.3125	-3.4673	-3.6381	-3.1224	-3.7004	-3.4078	-3.1188	9.8514	-3.0113	10.0397	9.8212	-3.2249	-3.1498	-2.9953	-3.5837	-3.6856	-3.5369	-3.2498	-2.7781	-3.4421	-2.9914	5.6708	-3.0233	-2.9754	-3.2401	-3.2950	-2.4491	5.4772	-2.9746	-2.8263	-3.0208	5.2564	-3.1490	-2.9572	-2.4553	-3.0446	-2.9947	-2.9620	-2.8242	-2.6328	-2.6805	-2.8382	-2.6145	-2.9809
Otu00019	-6.3514	-4.0171	-6.6421	-3.1596	-5.6333	-1.6024	-3.3468	-3.0958	-3.3718	-5.1804	-2.6543	-4.7247	-5.1640	1.0387	-2.4523	-2.9509	-1.5538	-4.6486	3.4850	-3.0398	2.9190	-4.6942	2.3807	-2.9422	2.3474	-0.1229	2.4627	2.3171	2.4350	2.5332	-2.0705	-2.0145	2.3765	2.3187	2.1144	-4.5376	-1.8977	2.3438	1.8140	2.0236	-4.5890	2.0263	2.1851	2.3009	2.0051	1.9572	2.0122	2.1853	2.0103	1.7869	1.9908	-2.9639	-3.0458	2.1264	-2.0471	2.0360	-2.7304	-2.8286	1.9940	1.9251	-3.0214	1.9365	2.1119	1.9321	1.7418	2.1053	1.8603	1.8942	-3.2443	1.9762	1.8966	-4.2943	-2.8601	1.7925	1.4676	-1.8939	1.7741	1.3308	1.6572	-1.1225	1.6710	1.6201	1.7752	1.5922	1.9072	1.5693	1.6148	-2.8035	1.4611	-2.9439	-3.0217	1.5841	1.6719	1.4552	1.6852	1.6406	1.6357	1.5000	1.4767	1.5714	1.6342	-4.0183	1.5163	1.4668	1.5704	1.4473	1.5246	-4.1664	1.4554	1.5337	1.3453	-4.4065	1.6416	1.4928	1.4830	1.3996	1.4275	1.4259	1.2704	1.4128	1.2960	1.3459	1.4099	1.4577
Otu00020	0.1474	18.0468	12.9982	-1.0896	0.4229	1.1939	14.8986	15.0196	15.0915	0.2520	4.6486	-0.0077	-0.0534	-2.5561	1.1403	13.5456	-3.1239	12.1095	-3.0398	14.0230	-3.9042	0.8494	-3.0609	-0.2452	-3.7505	-0.8277	-2.9449	-3.0410	-3.8532	-3.9373	2.3979	2.6449	-4.0553	-3.8496	-4.1199	0.4544	0.6816	-3.5042	-2.7818	-3.1145	1.2078	-2.1617	-3.5372	-3.3604	-3.1533	-3.3532	-3.2397	-3.1952	-3.5852	-2.8788	-3.5902	11.5266	11.5837	-3.1019	2.6955	-3.3268	11.3416	11.3514	-3.1745	-2.9384	2.2149	-3.3213	-3.4764	-3.4622	-2.3448	-2.7951	-2.7408	-2.8395	11.4042	-3.2539	-2.8462	1.3736	11.0090	-2.2935	-2.4206	2.3703	-2.4483	-0.2781	-2.7299	7.4646	-2.6026	-2.6566	-2.9126	-2.3765	-2.7648	-2.8991	-2.4473	10.5312	-2.6456	10.4512	10.5555	-2.2699	-2.4812	-2.0723	-2.7839	-2.7652	-2.8523	-2.7112	-1.9145	-2.8220	-2.1829	1.4871	-2.4369	-2.5197	-2.4522	-2.5676	-1.4373	1.3856	-2.1386	-2.0855	-2.2772	1.7235	-2.7937	-2.0539	-2.1752	-2.3543	-2.3774	-2.2966	-2.0369	-1.8681	-2.0757	-2.2719	-2.0570	-2.0453
Otu00021	-5.1998	-5.2774	-6.9275	-3.0437	-4.7635	-2.5428	-4.0329	-4.0956	-4.3375	-4.2357	-3.6731	-4.0148	-4.2844	0.6475	-3.1009	-3.8491	-1.5259	-4.9935	2.9190	-3.9042	3.7975	-4.0804	2.7246	-3.2696	2.6302	-0.7975	2.3840	2.4184	2.5268	2.7206	-2.1098	-2.1513	2.5238	2.5182	2.4634	-3.7187	-2.4731	2.4885	2.0296	2.4382	-3.8849	2.1860	2.3620	2.4970	2.2553	2.3120	2.3197	2.1994	2.2841	2.0624	2.1575	-3.7502	-3.5391	2.2463	-2.1338	2.2221	-3.6086	-3.6118	2.2478	2.1134	-3.4314	2.3158	2.2293	1.9920	1.8122	1.9215	2.0588	2.1046	-3.8389	2.1376	2.0357	-3.9075	-3.5393	1.9858	1.8550	-2.4332	1.9437	1.2012	1.8122	-1.5553	1.8721	1.7620	1.8928	1.7904	1.9646	1.7949	1.8561	-3.4937	1.6676	-3.5415	-3.8184	1.7326	1.8242	1.7305	1.7161	1.9320	1.8039	1.6487	1.4738	1.6761	1.5725	-3.7072	1.5892	1.5253	1.6280	1.7335	1.5305	-3.7476	1.6533	1.5247	1.5567	-4.2275	1.6791	1.5136	1.5193	1.4658	1.5810	1.5600	1.5640	1.3443	1.5548	1.5358	1.4705	1.6740
Otu00022	19.0609	0.0108	11.6871	8.1514	15.8712	1.6484	0.8498	0.6195	0.4514	14.6532	1.9638	13.7115	13.9374	-2.8944	3.5283	0.8616	5.2941	5.9770	-4.6942	0.8494	-4.0804	13.9177	-3.9846	6.5557	-3.2332	-0.9583	-3.7881	-3.5790	-3.4093	-3.8428	3.9665	3.5986	-3.2684	-3.2078	-3.6860	11.9530	2.8553	-3.5374	-3.5086	-2.9613	11.9476	-3.0445	-2.9447	-3.2285	-2.8699	-3.0903	-3.0957	-3.1968	-3.0380	-2.8237	-2.8572	1.4531	1.2918	-3.2038	3.7320	-2.9639	1.2509	0.9915	-2.6800	-2.8574	5.2613	-3.0008	-3.0831	-2.8515	-2.8335	-3.3731	-2.4943	-2.7890	1.4928	-2.7549	-3.0280	11.3108	1.2724	-2.7280	-2.5887	1.8405	-2.4445	-2.5309	-2.1016	-1.1031	-2.5834	-2.2722	-2.3469	-2.3400	-2.4474	-2.0056	-2.3623	1.6561	-2.1907	1.6484	1.5606	-2.4947	-2.3699	-2.4103	-2.4750	-2.2282	-2.1624	-2.0198	-2.0582	-2.1555	-2.5454	10.1941	-2.1646	-1.9865	-2.1032	-2.1028	-2.3299	10.4613	-2.2128	-2.2596	-1.6924	10.6011	-2.1213	-2.0291	-2.0939	-1.8493	-2.0806	-1.8324	-2.4260	-1.9023	-2.0430	-1.6414	-1.9907	-2.3116
Otu00024	-5.0527	-4.1013	-6.0574	-3.2684	-4.8535	-3.1527	-3.4663	-3.3015	-3.3933	-4.2875	-3.5306	-4.0093	-4.1323	-0.1156	-3.4055	-3.3784	-1.5785	-4.2765	2.3807	-3.0609	2.7246	-3.9846	3.5233	-3.4430	2.4476	-1.0885	2.2207	2.1426	2.1863	2.3085	-2.1082	-2.0420	2.5276	2.3511	2.1603	-3.6282	-2.6405	2.0693	1.9400	2.2091	-3.8329	2.1697	2.1320	2.2626	1.9186	2.1680	2.0973	1.9589	2.1121	1.8684	1.9132	-3.1438	-2.8388	2.2496	-2.0003	2.0626	-2.6029	-2.8373	2.0713	1.9960	-3.4067	2.1154	2.0363	2.0089	1.7411	1.9022	1.8406	1.9518	-3.1215	1.6524	1.8300	-3.8436	-3.0139	1.7523	1.7187	-2.4634	1.6541	1.1232	1.5886	-1.0730	1.6665	1.6601	1.4886	1.5246	1.8228	1.7195	1.7135	-2.7040	1.4934	-2.7575	-2.9799	1.6428	1.6067	1.4563	1.5442	1.6023	1.5222	1.5081	1.4951	1.5794	1.5236	-3.8131	1.5204	1.5974	1.5501	1.5806	1.5105	-3.8001	1.4677	1.3884	1.4409	-3.9263	1.4753	1.2919	1.5533	1.4997	1.2783	1.4691	1.4391	1.3750	1.4040	1.3669	1.4066	1.4329
Otu00025	8.7953	1.4834	3.0230	9.8501	7.8430	11.7482	-0.0631	-0.4621	-0.1799	6.9711	9.9233	6.0928	6.7885	6.8936	11.7455	0.0875	7.3706	1.5942	-2.9422	-0.2452	-3.2696	6.5557	-3.4430	11.1899	-3.2453	6.8709	-3.0935	-3.2450	-2.3014	-2.6701	2.6072	2.5304	-3.1162	-3.0904	-2.1267	6.0858	9.3876	-2.5427	-2.3440	-2.8421	6.2053	-3.0994	-2.7538	-2.7082	-2.7403	-2.4808	-2.9500	-2.8033	-2.8458	-2.0086	-2.0141	0.1468	0.2833	-3.0657	2.4809	-2.7813	0.2270	0.3440	-2.8353	-2.3900	9.8455	-2.6553	-2.7251	-2.3681	-2.4453	-1.7643	-2.7878	-2.5289	0.6203	-2.2060	-2.1049	6.0502	0.2664	-2.6014	-1.9837	8.8034	-2.2467	-2.4202	-1.8879	-2.5023	-2.3862	-2.1104	-1.6714	-2.1860	-2.3543	-2.2038	-2.6476	0.4064	-1.9138	0.1401	0.6803	-2.2070	-2.0859	-2.1085	-2.1675	-2.1457	-1.8865	-1.5674	-2.1700	-1.8371	-1.7452	5.4842	-1.9933	-1.8786	-1.9378	-1.9767	-2.4690	6.0012	-1.8020	-2.0603	-1.6167	7.2294	-2.0863	-1.8872	-2.0371	-1.5905	-1.7547	-2.0232	-1.9352	-1.8643	-1.8698	-1.5851	-1.9057	-2.2506
Otu00026	-4.2676	-5.1558	-6.1979	-3.2867	-3.6020	-3.5310	-3.9393	-4.0036	-3.9420	-3.3782	-4.2038	-3.0217	-3.5430	-0.0064	-3.4538	-3.8675	-1.3671	-4.8739	2.3474	-3.7505	2.6302	-3.2332	2.4476	-3.2453	3.4875	-1.1936	2.2802	2.3462	2.2314	2.5228	-1.8772	-1.8971	2.4479	2.5261	2.3809	-3.0386	-2.5873	2.2623	2.1299	2.3283	-3.2210	1.9244	2.3600	2.2652	2.2067	2.1707	2.2276	2.2394	2.0366	1.8433	2.1066	-3.5439	-3.5262	2.1471	-1.8804	2.2005	-3.5896	-3.4537	2.1458	1.9653	-4.0337	2.0219	2.0785	2.0582	1.8292	1.6712	1.8733	2.0162	-3.5967	2.0566	1.7920	-3.1949	-3.5120	1.6935	1.7153	-3.0276	1.6979	1.1732	1.7838	-1.2817	1.8233	1.8062	1.7127	1.6807	1.8470	1.7055	1.8034	-3.2995	1.6887	-3.3543	-3.3986	1.7329	1.6496	1.7055	1.7039	1.7319	1.6149	1.5725	1.4972	1.7871	1.5870	-3.0884	1.5812	1.5891	1.5888	1.6839	1.5048	-2.9980	1.5575	1.5154	1.4961	-3.4905	1.6295	1.4553	1.4493	1.4552	1.4749	1.4480	1.5055	1.3584	1.3909	1.3773	1.3540	1.4558
Otu00027	-1.8767	1.2707	-3.6386	5.2272	-1.3637	11.2614	-0.6364	-0.6364	-0.3049	-1.5357	8.5442	-1.6111	-1.3129	8.5412	9.7924	-0.5492	4.3868	-1.8890	-0.1229	-0.8277	-0.7975	-0.9583	-1.0885	6.8709	-1.1936	8.1854	-0.6755	-1.0528	-0.1836	-0.3517	0.2533	0.4136	-0.9682	-1.0404	-0.0448	-0.9456	7.8820	-0.4636	-0.3375	-1.0148	-0.8396	-1.1218	-1.0408	-0.8235	-1.0309	-0.6063	-0.7305	-0.9431	-0.8335	-0.2326	-0.0450	-0.6462	-0.2503	-0.8777	0.1292	-0.8432	-0.5196	-0.3771	-1.1401	-0.8242	6.8675	-0.7828	-0.7821	-0.3879	-1.0667	0.3199	-1.1816	-0.8441	-0.3412	-0.5690	-0.3658	-0.2650	-0.5015	-1.0068	-0.3664	7.7198	-0.6166	-0.7607	-0.5511	-1.5840	-0.6024	-0.5206	-0.1039	-0.5640	-0.8995	-0.8824	-0.8233	-0.4834	-0.4526	-0.4779	-0.5342	-0.7057	-0.4366	-0.3897	-0.3718	-0.6380	-0.5889	-0.3243	-0.5706	-0.4014	-0.1073	-0.1089	-0.5797	-0.6512	-0.6865	-0.5325	-0.8043	-0.0839	-0.3428	-0.8494	-0.4431	0.9099	-0.7737	-0.3728	-0.8018	-0.4285	-0.4883	-0.6305	-0.6881	-0.6438	-0.4052	-0.2004	-0.5635	-0.4723
Otu00028	-4.8137	-3.7746	-5.4906	-2.8764	-4.2557	-2.5895	-3.3396	-3.0016	-3.1442	-3.9559	-3.4061	-3.6956	-3.8794	0.2173	-2.9141	-3.0158	-1.5401	-3.9538	2.4627	-2.9449	2.3840	-3.7881	2.2207	-3.0935	2.2802	-0.6755	3.0255	1.9711	2.0635	2.1982	-1.9074	-1.8703	2.1194	2.2049	2.0867	-3.3395	-2.3121	2.0683	1.6639	1.9452	-3.6672	1.8408	1.9897	1.9701	1.9262	1.8817	1.9150	1.8958	1.8354	1.5948	1.9817	-2.7811	-2.6625	1.9652	-1.8773	2.0828	-2.5746	-2.4155	1.8904	1.8187	-3.1838	1.9377	1.8132	1.8074	1.7026	1.8070	1.6721	1.8106	-2.9752	1.7589	1.6785	-3.7085	-2.7623	1.5320	1.3362	-2.1997	1.5924	0.9677	1.4734	-1.1028	1.6654	1.5826	1.4900	1.5103	1.6985	1.4165	1.5434	-2.5840	1.2888	-2.6131	-2.6223	1.6370	1.4128	1.5173	1.4521	1.5049	1.3826	1.3977	1.3149	1.3337	1.5687	-3.3198	1.4331	1.3053	1.3576	1.6474	1.4016	-3.4984	1.4167	1.3180	1.2839	-3.6323	1.4530	1.2599	1.2466	1.3266	1.3875	1.2841	1.2962	1.1825	1.1427	1.2014	1.2775	1.1730
Otu00031	-3.8392	-4.5190	-5.5439	-3.1936	-3.7205	-3.1401	-3.4008	-3.3740	-3.3639	-3.4872	-3.4004	-3.0681	-3.2480	-0.2204	-3.4993	-3.2168	-1.6833	-4.1533	2.3171	-3.0410	2.4184	-3.5790	2.1426	-3.2450	2.3462	-1.0528	1.9711	2.9352	2.1085	2.3161	-1.7377	-1.7231	2.1702	2.3627	2.0960	-2.9845	-2.5713	2.0006	1.8282	1.8959	-3.1622	1.8538	2.1203	2.1464	1.9452	1.9418	1.9733	1.8768	1.9869	1.5549	1.8040	-3.1077	-2.8325	1.8851	-1.7803	1.9411	-2.9535	-2.8617	1.8876	1.8888	-3.6478	1.9452	1.8932	1.7932	1.5939	1.7508	1.5809	1.8285	-3.1728	1.8168	1.6512	-3.0458	-2.9143	1.5684	1.4555	-2.7685	1.6360	1.1703	1.4896	-1.0981	1.7169	1.6491	1.5525	1.5421	1.6902	1.6339	1.4875	-3.0279	1.5214	-2.8473	-3.0313	1.6223	1.4252	1.4322	1.5433	1.6096	1.5499	1.4689	1.3594	1.4941	1.2798	-3.0511	1.3628	1.4863	1.3586	1.4541	1.2780	-3.0565	1.3962	1.3219	1.3176	-3.2497	1.4017	1.3353	1.2716	1.3298	1.2701	1.2167	1.2966	1.1836	1.3035	1.2444	1.1960	1.4963
Otu00032	-4.4022	-5.4385	-6.4664	-2.3775	-3.9258	-1.3675	-4.3010	-4.4142	-4.3926	-3.3764	-2.5611	-2.9954	-3.2835	0.8882	-2.0347	-3.9960	-0.7488	-4.9486	2.4350	-3.8532	2.5268	-3.4093	2.1863	-2.3014	2.2314	-0.1836	2.0635	2.1085	3.0612	2.3625	-1.8240	-1.7916	2.0946	2.3216	2.3080	-3.2736	-1.6050	2.2067	1.8815	1.9962	-3.1835	1.8504	2.1042	2.0288	1.9571	2.0279	2.0790	1.9816	1.8827	1.7710	1.8228	-3.8341	-3.8884	1.9128	-1.8346	1.8916	-3.4821	-3.4265	1.8839	1.7538	-2.6091	1.9970	1.9938	1.7825	1.6551	1.6455	1.6044	1.7754	-3.8204	1.9691	1.7437	-3.2557	-3.7755	1.4783	1.5733	-1.8575	1.5846	1.0599	1.5244	-1.8094	1.5154	1.6965	1.6983	1.5403	1.5853	1.6508	1.5919	-3.5334	1.5233	-3.4898	-3.5203	1.5460	1.4893	1.4723	1.5391	1.6500	1.4312	1.4448	1.4164	1.5561	1.2376	-3.0604	1.4244	1.4726	1.6019	1.4737	1.3065	-3.0783	1.4076	1.2845	1.2391	-3.4089	1.4899	1.3256	1.3038	1.3834	1.4314	1.1613	1.3046	1.1465	1.1681	1.1905	1.2921	1.2869
Otu00033	-4.1706	-5.6104	-6.5601	-2.8553	-3.9921	-2.0767	-4.3817	-4.4055	-4.5166	-3.8866	-2.9926	-3.2570	-3.3935	0.5787	-2.6259	-4.1938	-1.1404	-4.9323	2.5332	-3.9373	2.7206	-3.8428	2.3085	-2.6701	2.5228	-0.3517	2.1982	2.3161	2.3625	3.4810	-1.8698	-1.9078	2.4519	2.4556	2.3611	-3.1058	-2.0569	2.3187	1.9575	2.1378	-3.3400	1.8580	2.2500	2.1894	2.0169	2.0565	2.1214	2.0231	2.0111	1.8462	2.1299	-3.6380	-3.7389	2.0857	-1.9074	2.1387	-3.7043	-3.7318	2.0159	1.9484	-3.2096	2.0643	2.1237	1.9056	1.6510	1.8067	1.8491	2.0357	-3.9119	1.9226	1.9912	-3.4076	-3.7458	1.7218	1.6647	-2.2978	1.7215	1.1607	1.5342	-1.6599	1.8298	1.6731	1.8922	1.6461	1.8949	1.8074	1.6535	-3.6166	1.6112	-3.5378	-3.7108	1.6449	1.5193	1.5028	1.7365	1.6209	1.6116	1.6115	1.4308	1.7176	1.3191	-3.3628	1.4673	1.5855	1.5990	1.5879	1.4504	-3.2489	1.3392	1.4525	1.4841	-3.5489	1.5890	1.5433	1.3586	1.4027	1.5410	1.2687	1.2531	1.2749	1.3503	1.3079	1.2647	1.6931
Otu00034	5.8616	3.1588	5.4431	2.7758	4.9022	1.9311	2.7105	2.6150	2.5960	4.4947	2.6008	4.1180	4.3054	-0.4986	2.1708	2.4821	1.4326	3.5451	-2.0705	2.3979	-2.1098	3.9665	-2.1082	2.6072	-1.8772	0.2533	-1.9074	-1.7377	-1.8240	-1.8698	1.8598	1.7523	-1.9995	-1.8300	-1.8181	3.7305	1.6177	-1.7889	-1.6616	-1.6555	3.7857	-1.5843	-1.7681	-1.7136	-1.6451	-1.6755	-1.7041	-1.5712	-1.6296	-1.4399	-1.6711	2.2871	2.3201	-1.6939	1.7356	-1.6452	2.1601	2.1036	-1.5352	-1.5141	2.6531	-1.5565	-1.6208	-1.5224	-1.3913	-1.6612	-1.4625	-1.5251	2.2568	-1.4897	-1.4734	3.6357	2.2096	-1.4877	-1.4283	1.7331	-1.4030	-0.9580	-1.2292	0.6341	-1.3717	-1.3617	-1.3087	-1.3090	-1.3869	-1.2613	-1.3896	2.1642	-1.2463	2.1624	2.2131	-1.3091	-1.2204	-1.2569	-1.3188	-1.3765	-1.2635	-1.1957	-1.1247	-1.2443	-1.3183	3.3579	-1.1272	-1.1421	-1.1868	-1.2331	-1.2046	3.4465	-1.1614	-1.1584	-1.1490	3.5612	-1.1725	-1.0641	-1.2247	-1.0648	-1.1793	-1.0666	-1.1368	-1.0363	-1.1470	-1.0939	-1.1028	-1.2326
Otu00035	5.2755	3.6128	5.3402	2.5798	4.3751	1.9798	3.0274	2.9482	3.0119	4.0363	2.7357	3.5704	3.8860	-0.2958	2.2423	2.7608	1.2800	3.6057	-2.0145	2.6449	-2.1513	3.5986	-2.0420	2.5304	-1.8971	0.4136	-1.8703	-1.7231	-1.7916	-1.9078	1.7523	1.7387	-1.9905	-1.8996	-1.8284	3.3514	1.7208	-1.7521	-1.6923	-1.6713	3.4094	-1.5565	-1.7578	-1.7530	-1.6498	-1.6288	-1.7246	-1.5730	-1.6524	-1.5308	-1.5808	2.5122	2.4335	-1.6485	1.6738	-1.6260	2.3833	2.3595	-1.5710	-1.5139	2.6332	-1.5214	-1.6285	-1.5835	-1.3457	-1.5354	-1.4427	-1.5529	2.4653	-1.5363	-1.5119	3.2965	2.4218	-1.4352	-1.4086	1.8455	-1.3926	-0.9042	-1.2999	0.8406	-1.3459	-1.3055	-1.3843	-1.3001	-1.3996	-1.2412	-1.3564	2.4047	-1.2361	2.2679	2.4630	-1.2710	-1.1873	-1.2328	-1.3533	-1.3489	-1.2823	-1.2346	-1.1039	-1.2272	-1.2583	3.0849	-1.1432	-1.2309	-1.2273	-1.2319	-1.2359	3.1535	-1.1639	-1.1593	-1.1725	3.3152	-1.1713	-1.0961	-1.1883	-1.1251	-1.1350	-1.1144	-1.1386	-1.0787	-1.1491	-1.1019	-1.0647	-1.2722
Otu00036	-4.1633	-5.3221	-6.1666	-2.8964	-3.5753	-2.5308	-4.4201	-4.0991	-4.1768	-3.2304	-3.5609	-2.9451	-3.3114	0.0687	-3.3467	-4.0265	-1.3777	-4.9157	2.3765	-4.0553	2.5238	-3.2684	2.5276	-3.1162	2.4479	-0.9682	2.1194	2.1702	2.0946	2.4519	-1.9995	-1.9905	3.5003	2.2891	2.3634	-3.0995	-2.2519	2.2432	2.1591	2.1592	-3.1075	2.0390	2.2957	2.2614	2.2283	2.1291	2.2705	1.9770	2.0748	1.7484	2.0618	-3.5684	-3.5772	2.1218	-1.8925	2.1281	-3.6716	-3.4357	1.9931	1.9311	-3.4352	2.1250	2.0511	1.9866	1.7011	1.7851	1.8779	1.9623	-3.6149	2.1119	1.8696	-3.2046	-3.6146	1.6129	1.5851	-2.6016	1.6996	1.1002	1.6106	-1.5826	1.6114	1.7005	1.5681	1.5859	1.9669	1.6903	1.6565	-3.3711	1.6662	-3.3740	-3.5736	1.6148	1.4624	1.4566	1.7597	1.8207	1.6370	1.5697	1.4985	1.5194	1.5779	-3.2210	1.3768	1.4182	1.6268	1.5661	1.3856	-3.1240	1.4384	1.4293	1.3786	-3.4644	1.6242	1.4002	1.5190	1.3590	1.4705	1.3910	1.4087	1.3296	1.3925	1.3822	1.2874	1.4900
Otu00037	-3.9900	-5.1765	-6.0929	-2.9164	-3.5220	-3.2794	-4.3709	-4.0978	-4.0965	-3.2367	-3.9178	-2.7554	-3.1282	-0.4077	-3.2567	-3.7783	-1.3748	-4.7122	2.3187	-3.8496	2.5182	-3.2078	2.3511	-3.0904	2.5261	-1.0404	2.2049	2.3627	2.3216	2.4556	-1.8300	-1.8996	2.2891	3.2947	2.1630	-2.8872	-2.6322	2.1108	1.9601	2.0355	-3.1711	1.7994	2.1838	2.3654	2.1694	2.1588	2.1683	2.1053	2.0443	1.7910	1.9491	-3.4717	-3.4843	2.1782	-1.8437	2.1101	-3.5779	-3.5231	2.0458	1.9206	-3.5684	2.0764	2.0636	2.0290	1.6784	1.5996	1.8825	1.9526	-3.6848	1.9207	1.7815	-3.1336	-3.4240	1.7724	1.7259	-2.8815	1.7192	1.0138	1.5375	-1.6596	1.6365	1.7704	1.7226	1.6676	1.8598	1.7883	1.6118	-3.3567	1.4767	-3.3472	-3.2310	1.8223	1.4408	1.4279	1.7198	1.8428	1.5708	1.4236	1.4118	1.5149	1.4513	-2.9761	1.4931	1.5171	1.5556	1.5909	1.2618	-3.0938	1.5189	1.4827	1.3334	-3.4426	1.5770	1.4205	1.5103	1.2837	1.5108	1.4462	1.3760	1.3169	1.4073	1.3430	1.3094	1.4830
